Time (s),z_FL (m),z_FR (m),z_RL (m),z_RR (m)
4.33,3.57E-05,1.50E-05,-1.07E-05,-2.78E-07
4.34,4.62E-05,2.02E-05,-2.23E-06,-2.78E-07
4.35,5.70E-05,2.58E-05,5.63E-06,-2.77E-07
4.36,6.73E-05,3.20E-05,1.24E-05,-2.77E-07
4.37,7.67E-05,3.89E-05,1.81E-05,-2.77E-07
4.38,8.49E-05,4.69E-05,2.25E-05,-2.77E-07
4.39,9.16E-05,5.58E-05,2.57E-05,-2.77E-07
4.4,9.66E-05,6.54E-05,2.79E-05,-2.77E-07
4.41,9.97E-05,7.48E-05,2.92E-05,-2.77E-07
4.42,0.000100613,8.32E-05,2.95E-05,-2.77E-07
4.43,9.92E-05,8.95E-05,2.87E-05,-2.77E-07
4.44,9.53E-05,9.29E-05,2.68E-05,-2.77E-07
4.45,8.91E-05,9.29E-05,2.35E-05,-2.77E-07
4.46,8.08E-05,8.94E-05,1.89E-05,-2.77E-07
4.47,7.10E-05,8.27E-05,1.34E-05,-2.77E-07
4.48,6.06E-05,7.30E-05,7.44E-06,-2.77E-07
4.49,5.02E-05,6.11E-05,1.55E-06,-2.77E-07
4.5,4.02E-05,4.73E-05,-3.82E-06,-2.77E-07
4.51,3.04E-05,3.25E-05,-8.42E-06,-2.77E-07
4.52,2.07E-05,1.72E-05,-1.22E-05,-2.77E-07
4.53,1.07E-05,2.46E-06,-1.55E-05,-2.77E-07
4.54,3.83E-07,-1.10E-05,-1.83E-05,-2.77E-07
4.55,-9.96E-06,-2.24E-05,-2.07E-05,-2.77E-07
4.56,-2.01E-05,-3.12E-05,-2.25E-05,-2.77E-07
4.57,-2.96E-05,-3.69E-05,-2.34E-05,-2.77E-07
4.58,-3.82E-05,-3.97E-05,-2.31E-05,-2.76E-07
4.59,-4.56E-05,-3.99E-05,-2.14E-05,-2.76E-07
4.6,-5.18E-05,-3.84E-05,-1.83E-05,-2.76E-07
4.61,-5.66E-05,-3.60E-05,-1.36E-05,-2.76E-07
4.62,-6.02E-05,-3.36E-05,-7.46E-06,-2.76E-07
4.63,-6.25E-05,-3.16E-05,7.07E-09,-2.76E-07
4.64,-6.34E-05,-3.03E-05,8.38E-06,-2.76E-07
4.65,-6.27E-05,-2.96E-05,1.71E-05,-2.76E-07
4.66,-6.05E-05,-2.92E-05,2.55E-05,-2.76E-07
4.67,-5.72E-05,-2.93E-05,3.28E-05,-2.76E-07
4.68,-5.34E-05,-2.98E-05,3.83E-05,-2.76E-07
4.69,-4.99E-05,-3.09E-05,4.15E-05,-2.76E-07
4.7,-4.74E-05,-3.28E-05,4.23E-05,-2.76E-07
4.71,-4.61E-05,-3.57E-05,4.08E-05,-2.76E-07
4.72,-4.57E-05,-3.93E-05,3.73E-05,-2.76E-07
4.73,-4.55E-05,-4.35E-05,3.24E-05,-2.76E-07
4.74,-4.48E-05,-4.80E-05,2.69E-05,-2.76E-07
4.75,-4.33E-05,-5.21E-05,2.15E-05,-2.76E-07
4.76,-4.06E-05,-5.56E-05,1.69E-05,-2.76E-07
4.77,-3.68E-05,-5.79E-05,1.32E-05,-2.76E-07
4.78,-3.19E-05,-5.88E-05,1.06E-05,-2.76E-07
4.79,-2.59E-05,-5.78E-05,9.03E-06,-2.76E-07
4.8,-1.90E-05,-5.47E-05,8.20E-06,-2.75E-07
4.81,-1.14E-05,-4.95E-05,7.85E-06,-2.75E-07
4.82,-3.11E-06,-4.24E-05,7.80E-06,-2.75E-07
4.83,5.39E-06,-3.35E-05,7.99E-06,-2.75E-07
4.84,1.36E-05,-2.33E-05,8.57E-06,-2.75E-07
4.85,2.10E-05,-1.20E-05,9.76E-06,-2.75E-07
4.86,2.67E-05,-2.14E-07,1.17E-05,-2.75E-07
4.87,3.04E-05,1.17E-05,1.45E-05,-2.75E-07
4.88,3.19E-05,2.33E-05,1.78E-05,-2.75E-07
4.89,3.12E-05,3.41E-05,2.14E-05,-2.75E-07
4.9,2.88E-05,4.36E-05,2.50E-05,-2.75E-07
4.91,2.51E-05,5.14E-05,2.82E-05,-2.75E-07
4.92,2.08E-05,5.72E-05,3.06E-05,-2.75E-07
4.93,1.67E-05,6.12E-05,3.18E-05,-2.75E-07
4.94,1.34E-05,6.37E-05,3.15E-05,-2.75E-07
4.95,1.11E-05,6.51E-05,2.96E-05,-2.75E-07
4.96,9.93E-06,6.56E-05,2.61E-05,-2.75E-07
4.97,9.66E-06,6.50E-05,2.08E-05,-2.75E-07
4.98,9.91E-06,6.30E-05,1.38E-05,-2.75E-07
4.99,1.03E-05,5.92E-05,5.42E-06,-2.75E-07
5,1.06E-05,5.36E-05,-3.82E-06,-2.75E-07
5.01,1.04E-05,4.63E-05,-1.30E-05,-2.75E-07
5.02,9.68E-06,3.74E-05,-2.15E-05,-2.75E-07
5.03,8.38E-06,2.76E-05,-2.88E-05,-2.74E-07
5.04,6.53E-06,1.73E-05,-3.50E-05,-2.74E-07
5.05,4.21E-06,7.02E-06,-4.04E-05,-2.74E-07
5.06,1.60E-06,-2.56E-06,-4.53E-05,-2.74E-07
5.07,-1.09E-06,-1.09E-05,-5.00E-05,-2.74E-07
5.08,-3.57E-06,-1.77E-05,-5.41E-05,-2.74E-07
5.09,-5.52E-06,-2.27E-05,-5.72E-05,-2.74E-07
5.1,-6.59E-06,-2.59E-05,-5.87E-05,-2.74E-07
5.11,-6.44E-06,-2.72E-05,-5.82E-05,-2.74E-07
5.12,-4.84E-06,-2.66E-05,-5.56E-05,-2.74E-07
5.13,-1.78E-06,-2.41E-05,-5.08E-05,-2.74E-07
5.14,2.43E-06,-1.99E-05,-4.42E-05,-2.74E-07
5.15,7.20E-06,-1.44E-05,-3.63E-05,-2.74E-07
5.16,1.18E-05,-8.46E-06,-2.80E-05,-2.74E-07
5.17,1.55E-05,-2.84E-06,-2.02E-05,-2.74E-07
5.18,1.79E-05,1.80E-06,-1.37E-05,-2.74E-07
5.19,1.90E-05,5.10E-06,-9.17E-06,-2.74E-07
5.2,1.90E-05,6.95E-06,-6.66E-06,-2.74E-07
5.21,1.86E-05,7.37E-06,-6.13E-06,-2.74E-07
5.22,1.84E-05,6.50E-06,-7.36E-06,-2.74E-07
5.23,1.84E-05,4.55E-06,-9.95E-06,-2.74E-07
5.24,1.86E-05,1.81E-06,-1.33E-05,-2.74E-07
5.25,1.83E-05,-1.47E-06,-1.67E-05,-2.73E-07
5.26,1.70E-05,-5.07E-06,-1.95E-05,-2.73E-07
5.27,1.40E-05,-8.77E-06,-2.14E-05,-2.73E-07
5.28,9.22E-06,-1.22E-05,-2.23E-05,-2.73E-07
5.29,2.81E-06,-1.51E-05,-2.22E-05,-2.73E-07
5.3,-4.66E-06,-1.72E-05,-2.17E-05,-2.73E-07
5.31,-1.24E-05,-1.83E-05,-2.08E-05,-2.73E-07
5.32,-1.96E-05,-1.88E-05,-2.00E-05,-2.73E-07
5.33,-2.59E-05,-1.88E-05,-1.91E-05,-2.73E-07
5.34,-3.07E-05,-1.86E-05,-1.80E-05,-2.73E-07
5.35,-3.41E-05,-1.82E-05,-1.68E-05,-2.73E-07
5.36,-3.57E-05,-1.75E-05,-1.49E-05,-2.73E-07
5.37,-3.58E-05,-1.67E-05,-1.22E-05,-2.73E-07
5.38,-3.43E-05,-1.57E-05,-8.12E-06,-2.73E-07
5.39,-3.14E-05,-1.44E-05,-2.50E-06,-2.73E-07
5.4,-2.71E-05,-1.24E-05,4.91E-06,-2.73E-07
5.41,-2.16E-05,-9.69E-06,1.42E-05,-2.73E-07
5.42,-1.53E-05,-6.20E-06,2.55E-05,-2.73E-07
5.43,-8.48E-06,-2.04E-06,3.83E-05,-2.73E-07
5.44,-1.85E-06,2.58E-06,5.19E-05,-2.73E-07
5.45,4.04E-06,7.47E-06,6.49E-05,-2.73E-07
5.46,8.84E-06,1.24E-05,7.63E-05,-2.73E-07
5.47,1.24E-05,1.70E-05,8.49E-05,-2.73E-07
5.48,1.47E-05,2.10E-05,9.02E-05,-2.72E-07
5.49,1.57E-05,2.39E-05,9.22E-05,-2.72E-07
5.5,1.51E-05,2.57E-05,9.11E-05,-2.72E-07
5.51,1.31E-05,2.64E-05,8.75E-05,-2.72E-07
5.52,9.88E-06,2.64E-05,8.17E-05,-2.72E-07
5.53,5.78E-06,2.60E-05,7.42E-05,-2.72E-07
5.54,1.33E-06,2.51E-05,6.56E-05,-2.72E-07
5.55,-3.00E-06,2.39E-05,5.65E-05,-2.72E-07
5.56,-6.82E-06,2.22E-05,4.77E-05,-2.72E-07
5.57,-9.83E-06,2.00E-05,3.95E-05,-2.72E-07
5.58,-1.19E-05,1.74E-05,3.22E-05,-2.72E-07
5.59,-1.29E-05,1.44E-05,2.58E-05,-2.72E-07
5.6,-1.29E-05,1.11E-05,2.02E-05,-2.72E-07
5.61,-1.19E-05,7.43E-06,1.49E-05,-2.72E-07
5.62,-1.03E-05,3.37E-06,9.72E-06,-2.72E-07
5.63,-8.65E-06,-1.33E-06,4.37E-06,-2.72E-07
5.64,-7.60E-06,-6.80E-06,-1.33E-06,-2.72E-07
5.65,-7.68E-06,-1.30E-05,-7.50E-06,-2.72E-07
5.66,-9.03E-06,-1.95E-05,-1.42E-05,-2.72E-07
5.67,-1.15E-05,-2.60E-05,-2.15E-05,-2.72E-07
5.68,-1.46E-05,-3.18E-05,-2.96E-05,-2.72E-07
5.69,-1.78E-05,-3.67E-05,-3.84E-05,-2.72E-07
5.7,-2.05E-05,-4.02E-05,-4.76E-05,-2.71E-07
5.71,-2.21E-05,-4.23E-05,-5.67E-05,-2.71E-07
5.72,-2.21E-05,-4.28E-05,-6.50E-05,-2.71E-07
5.73,-2.00E-05,-4.21E-05,-7.21E-05,-2.71E-07
5.74,-1.57E-05,-4.03E-05,-7.74E-05,-2.71E-07
5.75,-9.16E-06,-3.76E-05,-8.07E-05,-2.71E-07
5.76,-8.85E-07,-3.45E-05,-8.17E-05,-2.71E-07
5.77,8.27E-06,-3.11E-05,-8.06E-05,-2.71E-07
5.78,1.71E-05,-2.76E-05,-7.76E-05,-2.71E-07
5.79,2.45E-05,-2.42E-05,-7.35E-05,-2.71E-07
5.8,2.92E-05,-2.08E-05,-6.90E-05,-2.71E-07
5.81,3.09E-05,-1.75E-05,-6.45E-05,-2.71E-07
5.82,2.97E-05,-1.46E-05,-5.98E-05,-2.71E-07
5.83,2.61E-05,-1.25E-05,-5.48E-05,-2.71E-07
5.84,2.11E-05,-1.18E-05,-4.91E-05,-2.71E-07
5.85,1.56E-05,-1.24E-05,-4.27E-05,-2.71E-07
5.86,1.04E-05,-1.44E-05,-3.54E-05,-2.71E-07
5.87,6.07E-06,-1.71E-05,-2.71E-05,-2.71E-07
5.88,2.83E-06,-1.97E-05,-1.76E-05,-2.71E-07
5.89,7.86E-07,-2.17E-05,-6.64E-06,-2.71E-07
5.9,-3.98E-08,-2.22E-05,5.72E-06,-2.71E-07
5.91,3.34E-07,-2.09E-05,1.92E-05,-2.71E-07
5.92,1.88E-06,-1.73E-05,3.29E-05,-2.70E-07
5.93,4.56E-06,-1.14E-05,4.58E-05,-2.70E-07
5.94,8.30E-06,-3.70E-06,5.69E-05,-2.70E-07
5.95,1.29E-05,5.30E-06,6.50E-05,-2.70E-07
5.96,1.81E-05,1.48E-05,6.95E-05,-2.70E-07
5.97,2.32E-05,2.40E-05,7.01E-05,-2.70E-07
5.98,2.75E-05,3.24E-05,6.70E-05,-2.70E-07
5.99,3.02E-05,3.94E-05,6.10E-05,-2.70E-07
6,3.09E-05,4.45E-05,5.34E-05,-2.70E-07
6.01,2.91E-05,4.72E-05,4.54E-05,-2.70E-07
6.02,2.51E-05,4.70E-05,3.83E-05,-2.70E-07
6.03,1.93E-05,4.41E-05,3.32E-05,-2.70E-07
6.04,1.27E-05,3.91E-05,3.07E-05,-2.70E-07
6.05,5.95E-06,3.28E-05,3.10E-05,-2.70E-07
6.06,-3.96E-08,2.65E-05,3.37E-05,-2.70E-07
6.07,-4.81E-06,2.10E-05,3.81E-05,-2.70E-07
6.08,-8.07E-06,1.70E-05,4.33E-05,-2.70E-07
6.09,-9.75E-06,1.47E-05,4.81E-05,-2.70E-07
6.1,-9.86E-06,1.38E-05,5.17E-05,-2.70E-07
6.11,-8.55E-06,1.39E-05,5.31E-05,-2.70E-07
6.12,-6.08E-06,1.44E-05,5.20E-05,-2.70E-07
6.13,-2.84E-06,1.51E-05,4.83E-05,-2.70E-07
6.14,7.31E-07,1.57E-05,4.21E-05,-2.70E-07
6.15,4.24E-06,1.61E-05,3.39E-05,-2.70E-07
6.16,7.36E-06,1.64E-05,2.48E-05,-2.70E-07
6.17,9.90E-06,1.65E-05,1.57E-05,-2.70E-07
6.18,1.18E-05,1.65E-05,7.35E-06,-2.70E-07
6.19,1.30E-05,1.64E-05,5.09E-07,-2.70E-07
6.2,1.37E-05,1.63E-05,-4.57E-06,-2.69E-07
6.21,1.40E-05,1.64E-05,-7.96E-06,-2.69E-07
6.22,1.38E-05,1.67E-05,-1.00E-05,-2.69E-07
6.23,1.28E-05,1.70E-05,-1.15E-05,-2.69E-07
6.24,1.06E-05,1.70E-05,-1.31E-05,-2.69E-07
6.25,7.03E-06,1.64E-05,-1.55E-05,-2.69E-07
6.26,1.98E-06,1.49E-05,-1.94E-05,-2.69E-07
6.27,-4.37E-06,1.24E-05,-2.48E-05,-2.69E-07
6.28,-1.16E-05,9.00E-06,-3.13E-05,-2.69E-07
6.29,-1.92E-05,4.73E-06,-3.82E-05,-2.69E-07
6.3,-2.66E-05,-1.84E-07,-4.42E-05,-2.69E-07
6.31,-3.34E-05,-5.49E-06,-4.83E-05,-2.69E-07
6.32,-3.92E-05,-1.09E-05,-4.96E-05,-2.69E-07
6.33,-4.38E-05,-1.63E-05,-4.80E-05,-2.69E-07
6.34,-4.72E-05,-2.14E-05,-4.38E-05,-2.68E-07
6.35,-4.93E-05,-2.62E-05,-3.77E-05,-2.68E-07
6.36,-5.03E-05,-3.04E-05,-3.07E-05,-2.68E-07
6.37,-5.04E-05,-3.41E-05,-2.38E-05,-2.68E-07
6.38,-4.96E-05,-3.70E-05,-1.77E-05,-2.68E-07
6.39,-4.83E-05,-3.91E-05,-1.25E-05,-2.68E-07
6.4,-4.68E-05,-4.03E-05,-8.29E-06,-2.68E-07
6.41,-4.54E-05,-4.07E-05,-4.97E-06,-2.68E-07
6.42,-4.42E-05,-4.03E-05,-2.67E-06,-2.67E-07
6.43,-4.32E-05,-3.91E-05,-1.65E-06,-2.67E-07
6.44,-4.22E-05,-3.70E-05,-2.08E-06,-2.67E-07
6.45,-4.05E-05,-3.38E-05,-3.89E-06,-2.67E-07
6.46,-3.77E-05,-2.96E-05,-6.84E-06,-2.67E-07
6.47,-3.33E-05,-2.44E-05,-1.06E-05,-2.67E-07
6.48,-2.69E-05,-1.85E-05,-1.51E-05,-2.67E-07
